id,text,word_count,char_count
112,ادامه و تشدید بحران کمبود آب، تاثیرات فوری بر زندگی روزمره مردم گذاشته و دسترسی به آب آشامیدنی را به یکی از مهم ترین دغدغه های شهروندان تبدیل کرده است؛ شهروندانی که در شرایط فقر و بیکاری فزاینده، ناچارند هزینه های سنگینی برای خرید آب نیز بپردازند.,47,247
113,با وجود آنکه مقام های دولت های پیشین و مقام های حکومت طالبان بارها از انتقال آب پنجشیر و همچنین پروژه های بند شاه و عروس و بند شاه توت به کابل سخن گفته اند اما مشکل کمبود آب همچنان حل نشده باقی مانده است.,45,204
114,با این حال اداره مبارزه با حوادث حکومت طالبان در ماه اپریل اعلام کرد که میزان بارندگی در سال جاری نسبت به سال گذشته افزایش یافته و ابراز امیدواری کرده بود که این روند بتواند «به تقویت منابع آب زیرزمینی» و همچنین بهبود محصولات زراعتی کمک کند.,47,241
115,سازمان جهانی صحت، شیوع بیماری ایبولا در ولایت شرقی «ایتوری» در جمهوری دموکراتیک کانگو را «وضعیت اضطراری صحت عمومی با اهمیت بین المللی» اعلام کرد.,25,145
116,این سازمان افزود که این شیوع با ثبت حدود 246 مورد مشکوک و 80 مورد مرگ گزارش شده، با این حال هنوز معیارهای لازم برای اعلام «وضعیت اضطراری همه گیری جهانی» را ندارد.,33,162
117,تدروس ادهانوم گبریاسوس، دبیرکل سازمان جهانی صحت، هشدار داد که در حال حاضر «ابهامات قابل توجهی درباره آمار واقعی مبتلایان و گستره جغرافیایی» این شیوع وجود دارد.,27,159
118,«وضعیت اضطراری صحی جهانی» یک هشدار اولیه برای یک بیماری در حال شیوع است که امکان گسترش بین المللی دارد و نیازمند هماهنگی فوری جهانی است؛ اما «وضعیت اضطراری همه گیری جهانی (پاندمی)» زمانی اعلام می شود که آن بیماری از کنترل خارج شده و به طور گسترده در چندین کشور و قاره جهان شیوع یافته باشد.,57,289
119,این نهاد صحی اعلام کرد که گونه فعلی ایبولا ناشی از «ویروس بوندیبوگیو» (Bundibugyo) است که هیچ دوا یا واکسین تاییدشده ای برای آن وجود ندارد.,26,139
120,سازمان جهانی صحت اعلام کرد که تاکنون هشت مورد ابتلا به این ویروس در آزمایشگاه به تایید رسیده است و سایر موارد مشکوک و فوتی ها در سه منطقه صحی، از جمله «بونیا» مرکز ولایت ایتوری، و شهرهای «مونگوالو» و «روامپارا» گزارش شده اند.,44,225
121,این سازمان بین المللی افزود که ویروس به خارج از جمهوری دموکراتیک کانگو نیز سرایت کرده و دو مورد ابتلا در کشور همسایه، یوگاندا، تایید شده است.,27,141
122,مقامات یوگاندا اعلام کردند آزمایش ایبولای یک مرد 59 ساله که روز پنجشنبه جان باخت، مثبت بوده است.,18,96
123,کشورهای هم مرز با جمهوری دموکراتیک کانگو به دلیل جابجایی جمعیت، دادوستد و سفرها، در معرض خطر بالای گسترش بیشتر این بیماری قرار دارند.,24,133
124,سازمان جهانی صحت به جمهوری دموکراتیک کانگو و یوگاندا توصیه کرد تا برای نظارت، ردیابی بیماران و اجرای اقدامات پیشگیرانه از عفونت، مراکز عملیات اضطراری راه اندازی کنند.,28,166
125,این نهاد صحی برای به حداقل رساندن میزان شیوع اعلام کرد که مبتلایان تاییدشده باید فورا قرنطینه و درمان شوند؛ این قرنطینه باید تا زمانی ادامه یابد که نتیجه دو آزمایش اختصاصی ویروس بوندیبوگیو با فاصله دست کم 48 ساعت از یکدیگر، منفی شود.,44,233
126,دولت های کشورهای هم مرز با مناطق درگیر نیز باید نظارت های صحی و گزارش دهی خود را تقویت کنند.,20,92
127,سازمان جهانی صحت در پایان یادآور شد که کشورهای خارج از منطقه آسیب دیده نباید مرزهای خود را ببندند یا محدودیت های مسافرتی و تجاری اعمال کنند، چرا که «چنین اقداماتی معمولا ناشی از ترس صورت می گیرند و هیچ پایه و اساس علمی ندارند».,45,227
128,ایبولا اولین بار در سال 1976 در جایی که اکنون جمهوری دموکراتیک کانگو است، کشف شد و تصور می شود که از خفاش ها شیوع یافته باشد. این هفدهمین شیوع این بیماری ویروسی کشنده در آن کشور است.,38,182
129,این بیماری از طریق تماس مستقیم با مایعات بدن و از طریق پوست آسیب دیده منتقل می شود و باعث خونریزی شدید و نارسایی اندام می شود.,27,126
130,علائم اولیه شامل تب، درد عضلانی، خستگی، سردرد و گلودرد است و به دنبال آن استفراغ، اسهال، ضایعه پوستی و خونریزی بروز می کند.,24,123
131,هیچ درمان قطعی برای ایبولا وجود ندارد. طبق گزارش سازمان جهانی صحت، میانگین میزان مرگ و میر حدود 50 درصد است.,21,108
132,آزمایش های اولیه انجام شده در موسسه ملی تحقیقات زیست پزشکی در کینشاسا، پس از مشورت با وزارت صحت و موسسه ملی عمومی جمهوری دموکراتیک کانگو، ویروس را در 13 مورد از 20 نمونه مورد تجزیه و تحلیل تشخیص داده است.,41,204
133,همچنین آزمایش هایی برای شناسایی گونه ویروس در حال انجام است.,11,60
134,مرکز کنترول و پیشگیری از بیماری افریقا اعلام کرد که چهار مورد از 80 مرگ، در میان موارد تایید شده آزمایشگاهی گزارش شده است.,24,122
135,به همه جوامع آسیب دیده و مناطق در معرض خطر توصیه شده است که از دستورالعمل های مقامات صحی پیروی کنند.,21,100
136,دونالد ترامپ، رئیس جمهور امریکا، به تایوان هشدار داد که از اعلام رسمی استقلال از چین خودداری کند.,18,97
137,رئیس جمهور امریکا در پایان نشست دوروزه خود با شی جین پینگ، همتای چینی اش در بیجنگ، روز جمعه به شبکه فاکس نیوز گفت: «من به دنبال این نیستم که کسی [به سمت] مستقل شدن برود. »,37,171
138,لای چینگ ته، رئیس جمهور تایوان، پیش از این اعلام کرده بود که تایوان نیازی به اعلام استقلال رسمی ندارد، زیرا از قبل خود را کشوری دارای حاکمیت ملی می داند.,31,153
139,ایالات متحده مدت هاست که از تایوان حمایت می کند و حتی طبق قانون موظف است ابزارهای دفاع از خود را در اختیار این جزیره قرار دهد؛ اما همواره مجبور بوده است میان این اتحاد نظامی و حفظ روابط دیپلماتیک خود با چین، توازن برقرار کند.,46,225
140,ترامپ پیش از این گفته بود که درباره این جزیره خودگردان — که چین آن را بخشی از قلمرو خود می داند و استفاده از زور برای تصرف آن را رد نکرده است — «هیچ تعهدی به هیچ یک از دو طرف نداده است».,44,186
141,موضع دیرینه و رسمی واشنگتن این است که از استقلال تایوان حمایت نمی کند و ادامه روابطش با بیجنگ، مشروط به پذیرش این اصل است که تنها یک حکومت واحد برای چین وجود دارد.,34,163
142,بیجنگ همواره مخالفت شدید خود را با رئیس جمهور تایوان ابراز کرده و پیش از این او را یک «آشوب طلب» و «نابودکننده صلح در دو سوی تنگه» توصیف کرده است.,31,146
143,بسیاری از مردم تایوان خود را بخشی از یک ملت مستقل می دانند؛ با این حال، اکثر آن ها موافق حفظ «وضعیت موجود» هستند؛ وضعیتی که در آن تایوان نه اعلام استقلال رسمی می کند و نه با چین متحد می شود.,42,190
144,ترامپ در مصاحبه خود با فاکس نیوز بار دیگر تاکید کرد که سیاست ایالات متحده در این زمینه تغییری نکرده است.,21,104
145,او گفت: «می دانید، از ما انتظار می رود برای جنگیدن در یک نبرد، 9500 مایل (15289 کیلومتر) سفر کنیم. من به دنبال چنین چیزی نیستم. من می خواهم آن ها آرام شوند. می خواهم چین آرام شود. »,39,181
146,رئیس جمهور امریکا در پرواز بازگشت به واشینگتن به خبرنگاران گفت که او و شی جین پینگ درباره این جزیره «بسیار زیاد» گفت وگو کرده اند، اما گفت از بحث درباره اینکه آیا امریکا از تایوان دفاع خواهد کرد یا خیر، خودداری کرده است.,44,220
147,ترامپ گفت که شی جین پینگ نسبت به این جزیره «تعصب و حساسیت بسیار شدیدی دارد» و «نمی خواهد شاهد جنبشی برای استقلال باشد. »,25,120
148,به گزارش رسانه های دولتی چین، شی در این گفت وگوها هشدار داده است: «مسئله تایوان مهم ترین موضوع در روابط چین و امریکا است. » او افزود: «در صورت برخورد نادرست با این موضوع، دو کشور ممکن است با یکدیگر اصطکاک پیدا کنند یا حتی وارد درگیری شوند. »,50,241
149,وقتی از ترامپ سوال شد که آیا احتمال درگیری با چین بر سر تایوان را پیش بینی می کند، او گفت: «نه، این طور فکر نمی کنم. فکر می کنم مشکلی نخواهیم داشت. [شی] خواهان جنگ نیست. »,38,171
150,کشورهای هند و امارات متحده عربی بر سر چارچوب قانونی برای همکاری های دفاعی به توافق رسیده اند که بر اساس آن دو کشور فناوری های دفاعی جدید و استخباراتی را به اشتراک گذاشته و بر همکاری در زمینه مبارزه با تروریسم تمرکز خواهند کرد.,45,226
151,این توافق نامه روز جمعه در جریان دیدار نارندرا مودی، نخست وزیر هند، از امارات متحده عربی امضا شد.,19,97
152,نخست وزیر هند همچنین قرار است از امارات به چهار کشور اروپایی سفر کند.,14,69
153,آقای مودی روز جمعه در جریان مذاکرات با شیخ محمد بن زاید آل نهیان، رئیس امارات، گفت: «هند آماده است تا هرگونه کمکی را که برای برقراری صلح در غرب آسیا لازم باشد، ارائه دهد. »,36,172
154,او همچنین حملات ایران به امارات را در طول مذاکرات این کشور با امریکا محکوم کرد.,16,79
155,امارات متحده عربی میزبان یک پایگاه نظامی کلیدی ایالات متحده است و ایران بارها در طول جنگ به این کشور حمله کرده است.,23,115
156,نخست وزیر هند، با اشاره به این حملات گفت: «این واقعیت که امارات متحده عربی هدف قرار گرفته است، برای هند غیرقابل قبول است، اما صبری که امارات متحده عربی نشان داده است، بسیار ستودنی است. »,37,186
157,نارندا مودی در میدان هوایی مورد استقبال شخصی شیخ محمد بن زاید آل نهیان، رئیس امارات، قرار گرفت.,18,95
158,پیش از آن، هواپیمای مودی به عنوان یک مهمان بسیار ویژه، با اسکورت جنگنده های نظامی امارات در میدان هوایی به زمین نشسته بود. آقای مودی در صفحات اجتماعی خود از این استقبال گرم قدردانی و تمجید کرده است.,39,198
159,بر اساس توافق نامه دفاعی که در جریان این سفر به امارات امضا شد، برنامه ریزی شده است که دو کشور در زمینه صنایع دفاعی با یکدیگر همکاری کنند. این همکاری ها شامل تکنالوژی نوین، آموزش های نظامی، رزمایش های مشترک، گشت های بحری، دفاع در برابر حملات سایبری و دیگر زمینه های مشترک است.,55,276
160,کبیر تانجا، پژوهشگر مسائل خاورمیانه به رسانه های هندی گفت: «ما شاهد امضای چندین توافق نامه بودیم که شامل 5 میلیارد دالر سرمایه گذاری و همکاری های دفاعی است. به نظر من، این اقدام روابط خوب امارات با هند را بیش از پیش عمق خواهد بخشید. »,47,234
161,او می گوید این سفر در کل با هدف حمایت از امارات متحده عربی برنامه ریزی شده است؛ کشوری که در جریان جنگ امریکا و اسرائیل علیه ایران، هدف حملات راکتی متعددی از سوی ایران قرار گرفته بود. او می افزاید حجم مبادلات تجاری میان هند و امارات به 100 میلیارد دالر می رسد و امارات نزدیک ترین شریک تجاری هند در میان کشورهای حوزه خلیج فارس است.,68,329
162,قراردادهای نفت و گاز,4,20
163,در جریان این سفر، یک یادداشت تفاهم استراتژیک نیز میان هند و امارات در زمینه ذخایر نفت به امضا رسید. هدف از این توافق، کمک به ثبات تامین انرژی هند در بازار پرنوسان نفت خام عنوان شده است.,38,185
164,لازم به ذکر است که شرکت ملی نفت ابوظبی (ادنوک - ADNOC)، تنها شرکت خارجی است که در هند ذخایر نفتی دارد. بر اساس توافق نامه جدید، پیش بینی می شود که تامین نفت هند تضمین شود و در عین حال، امارات متحده عربی نیز از عرضه نفت خام در بازار بزرگی مانند هند سود خواهد برد.,57,262
165,این توافق نامه همکاری در زمینه نفت و گاز، میان شرکت نفت هند (IOCL) و شرکت نفت ابوظبی (ADNOC) امضا شد.,21,101
166,دیپک میتل، سفیر هند در امارات متحده عربی گفت هدف از توافق جدید «افزایش ذخایر استراتژیک نفت در هند» است که بر اساس آن، مقرر شده این ذخایر از 5/5 میلیون بیرل به 30 میلیون بیرل افزایش یابد.,38,186
167,به گفته او، این توافق تنها به نفت محدود نمی شود، بلکه برای نخستین بار بستر مناسبی را برای ایجاد ذخایر استراتژیک گاز مایع (LNG) نیز فراهم می کند.,29,144
168,وزارت امور خارجه هند از سرمایه گذاری جدید 5 میلیارد دالری امارات متحده عربی در این کشور استقبال کرده است. بر اساس توافق نامه جدید، قرار است بانک «ان بی دی» (NBD) امارات متحده عربی مبلغ 3 میلیارد دالر در بانک «آر بی ال» (RBL) هند سرمایه گذاری کند.,49,246
169,علاوه بر این، سرمایه گذاری 1 میلیارد دالری سازمان سرمایه گذاری ابوظبی (ADIA) در «صندوق ملی سرمایه گذاری و زیرساخت هند» (NIIF) جهت اجرای پروژه های زیربنایی نیز شامل این طرح می شود.,33,179
170,وزارت امور خارجه هند اعلام کرد: «این سرمایه گذاری جدید از سوی امارات متحده عربی، نشان دهنده علاقه و حمایت امارات از مسیر توسعه هند است و همکاری های استراتژیک ما را بیش از پیش تقویت می کند. »,39,190
171,در کنار تمام این همکاری های دوجانبه، این مشارکت جدید از جنبه دیگری نیز به دقت زیر ذره بین قرار گرفته است؛ چرا که در این اواخر، روابط میان امارات متحده عربی و پاکستان به سردی گراییده و امارات به دلایلی، همین ماه گذشته پاکستان را تحت فشار قرار داد تا وام بیش از 3/5 میلیارد دالری خود را هرچه سریع تر بازپرداخت کند.,64,312
172,پاکستان نیز برای تسویه این بدهی، وام دیگری از عربستان سعودی دریافت کرد و نزدیک به سه هفته پیش اعلام نمود که قرض خود به امارات را پرداخت کرده است.,30,145
173,افزون بر این، پاکستان که پیشینه طولانی در دشمنی و رقابت با هند دارد، در سال جاری توافق نامه همکاری دفاعی با عربستان سعودی امضا کرد و در مقابل، هند این همکاری ها را با امارات متحده عربی آغاز می کند.,41,197
174,هر دوی این کشورهای عربی، به دلیل حملات اسرائیل و امریکا به ایران، به طور مستقیم آسیب پذیر شده و به دنبال راهی برای دفاع در برابر حملات راکتی ایران هستند.,31,153
175,نارندا مودی، نخست وزیر هند چند روز پیش اعلام کرد: «برای منافع کشور ما تصمیم گرفتیم به مدت یک سال حتی اگر مناسبت ها و مراسمی در پیش داشته باشیم جواهرات طلا نخریم».,33,162
176,او در ادامه گفت: «وطن دوستی فقط آمادگی برای فدا کردن جان در مرزهای کشور نیست. در این دوران به معنای زندگی مسئولانه و انجام وظایف نسبت به وطن در زندگی هر روزه است».,34,163
177,سه روز بعد عوارض واردات طلا از 6% به 15% افزایش پیدا کرد.,13,57
178,این تصمیم دشواری برای دومین بازار بزرگ طلا در جهان از نظر جواهر و سرمایه گذاری بود. در سال مالی گذشته، ارزش واردات این فلز گرانبها در این کشور 72 میلیارد دالر بود.,33,163
179,در هند طلا نقش فرهنگی مهمی دارد چون اغلب در مراسم عروسی تحفه داده می شود و همچنین به عنوان میراث به وارثان می رسد.,25,114
180,مودی می گوید خرید طلا مستلزم صرف رقم بالایی ارز خارجی در زمانی است که هند که با افزایش قیمت نفت رو به رو است. این کشور آسیای جنوبی بیش از 85% از نفت مورد نیاز خود را وارد می کند.,41,178
181,قیمت نفت در اوج و پس از شروع جنگ امریکا و اسرائیل با ایران و بسته شدن تنگه هرمز، شاهراه حیاتی تجارت جهانی که حدود 20% از نفت و گاز مایع جهان از آن عبور می کرد، تا 70% افزایش پیدا کرد.,42,183
182,افزایش قیمت انرژی باعث فشار بر حکومت های سراسر جهان شده و آنها را وادار به اتخاذ تصمیمات صرفه جویانه کرده است. هرچند بسیاری از کشور ها به طور عمده بر صرفه جویی در مصرف انرژی تمرکز کرده اند اما هند تنها کشوری است که از شهروندان خود خواسته است از خرید طلا خودداری کنند.,55,267
183,طلا تبدیل به یکی از نگرانی های گسترده تر اقتصادی در هند شده است چون هزینه واردات طلا و نفت به طور عمده به دالر پرداخت می شود.,28,125
184,افزایش تقاضا برای دالر باعث تضعیف ارزش روپیه هند شده که امسال حدود 5% در برابر دالر کاهش ارزش داشته است. کاهش ارزش پول منجر به افزایش تورم خواهد شد.,30,148
185,سانجیو آگاروال، جواهر فروش ساکن دهلی نو می گوید: «برای بخش طلا و جواهر این دوران بدتر از دوران کووید است».,21,106
186,آبیشک آگاروال، جواهر فروش دیگری از پایتخت هند می گوید که کسب و کار «کساد» است و اگر مردم طلا نخرند آنها به دشواری می توانند سرپا بمانند.,28,136
187,واردات غیر ضروری,3,16
188,پروفیسور سونداراولی نارایاناسوامی، مدیر مرکز سیاستگذاری طلای هند در موسسه مدیریت هند احمدآباد در گفتگو با بی بی سی می گوید بیش از 90% طلای هند از طریق واردات تامین می شود.,32,171
189,او می گوید: «هر سال بین 600 تا 700 تن طلا وارد می شود و صادرات بسیار ناچیز است، این میزان طلا در خانه های مردم ذخیره می شود».,29,125
190,اغلب گفته می شود زنان هند صاحب حدود 11% از طلای جهان هستند هرچند راستی آزمایی این رقم دشوار است و برآورد های گوناگونی در این زمینه وجود دارد.,29,141
191,در هند و شاید به واقع در جهان در دوران بی ثباتی، بسیاری طلا را سرمایه گذاری امن و مطمئنی به شمار می آورند و در نتیجه تقاضا حتی در بحران های اقتصادی می تواند افزایش پیدا کند.,38,173
192,در سال های اخیر قیمت طلا به شدت افزایش پیدا کرد و برای اولین بار در ماه ژانویه به بیش از 5000 دالر در هر اونس رسید.,27,115
193,طلا حدود 9% از میزان واردات هند را تشکیل می دهد اما برخلاف نفت همیشه به عنوان کالای ضروری محسوب نمی شود چون از آن بیشتر به صورت جواهرات یا برای سرمایه گذاری و نه برای تولیدات صنعتی استفاده می شود.,41,196
194,در گذشته هم هند تلاش کرده بود در شرایط فشار اقتصادی واردات بیش از حد طلا را با افزایش عوارض گمرکی و ارائه روش های دیگر سرمایه گذاری بدون نیاز به مالکیت فیزیکی طلا محدود کند.,36,173
195,چه تفاوتی ایجاد می شود؟,5,23
196,مودی علاوه بر نخریدن طلا، مردم را به استفاده بیشتر از وسایل نقلیه عمومی، استفاده مشترک از موتر، دورکاری و محدود کردن مسافرت های خارجی برای کاهش مصرف سوخت تشویق کرده است. او از خانواده ها خواست از روغن برای آشپزی کمتر استفاده کنند و از دهاقین خواست مصرف کود های کیمیاوی را کاهش دهند.,55,282
197,حکومت های دیگر در سراسر جهان هم تدابیر مشابهی برای رویارویی با افزایش قیمت سوخت در پیش گرفته اند.,19,97
198,برای مثال در سریلانکا سیستم سهمیه بندی سوخت برای موترها اجرا شده است و از سازمان های دولتی خواسته شده است که مصرف انرژی خود را کاهش دهند.,28,137
199,مصر هم به فروشگاه ها و رستورانت ها دستور داده است که زودتر تعطیل کنند و در موزامبیک به شهروندان توصیه شده است که از خانه کار کنند.,28,130
200,حامد حسین، از موسسه پژوهشی کپیتال اکونومیکس می گوید: «اما درخواست مودی از مردم در مورد نخریدن طلا کاملا غیر عادی بود».,22,118
201,او می گوید: «در مورد این موضوع با این واقعیت که هند مقدار زیادی طلا وارد می کند قابل درک است و واردات طلا بخش بزرگی از هزینه واردات کشور را در بر می گیرد. به همین دلیل این پیشنهاد منطقی به نظر می رسد».,45,201
202,کارشناسان اقتصادی هنوز نمی دانند هرگونه کاهش تقاضا برای طلا در هند چه تاثیر اساسی بر قیمت جهانی طلا خواهد گذاشت.,21,112
203,حسین می گوید: «هند یکی از پر جمعیت ترین کشور های جهان و یکی از مصرف کنندگان اصلی طلا در صورت کاهش تقاضا بدون شک بر قیمت جهانی طلا اثر منفی خواهد گذاشت و تعادل بازار به سمت عرضه اضافه خواهد رفت. »,43,195
204,هرچند سباستین تیله از شرکت مشاوره اقتصادی آکسفورد معتقد است تاثیر این امر جزئی خواهد بود چون قیمت ها اخیرا بیشتر بر مبنای تقاضای سرمایه گذاران و بی ثباتی ژئوپلیتیکی جهان تعیین می شود.,34,183
205,او همچنین تردید دارد که درخواست مودی از مردم هند اثر تکان دهنده ای بر مصرف طلا در این کشور داشته باشد.,22,102
206,او توضیح می دهد: «تقاضای عمومی شاید اثراتی داشته باشد اما افراد بیشتر احتمال دارد که خرید خود را به بعد موکول کنند یا به صورت های دیگر انجام دهند نه اینکه به کلی منصرف شوند. طلا به طور عمیقی در فرهنگ و شیوه پس انداز خانگی مردم هند جای گرفته است».,52,246
207,او در ادامه می گوید: «تغییرات کوتاه مدت ممکن است به دلیل تغییرات فصلی چندان آشکار نشود. تقاضا برای طلا به طور معمول خارج از زمان عروسی ها و جشن ها کمتر است در نتیجه بخشی از کاهش تقاضا برای طلا به هر حال از مدتی پیش شروع شده است».,50,229
208,به گفته مسئولان دولتی و اقتصادی در آن زمان افزایش قبلی عوارض واردات طلا در سال 2013 به دلیل افزایش میزان قاچاق و تجارت غیر قانونی بود.,27,134
209,برخی تحلیلگران درخواست مودی را شدید ترین اقدام اعلام شده تاکنون در واکنش به افزایش قیمت انرژی می دانند، رائول گاندی، رهبر حزب جناح مخالف می گوید حکومت با این کار مسئولیت را بر دوش مردم انداخته است.,38,197
210,برخی تاجران عرصه طلا و زیورات در هند در پی ملاقات مستقیم با حکومت برای یافتن راه حل مناسب هستند.,20,96
211,شوتا گوپتا، جواهر فروش دیگری می گوید: «اگر فقط دو ماه باشد شاید بتوانیم دوام بیاوریم اما یک سال بیش از توان ماست. چطور می توانیم از پس هزینه ها بر بیاییم؟ ».,33,157
212,برای به دست آوردن نتیجه بهتر از جلسه های باشگاه، کلاس های تناسب اندام و دوش، آن را در ساعاتی از روز انجام دهید که با ساعت بدن تان هم خوانی داشته باشد.,33,150
213,سحرخیزان باید صبح گاهان ورزش کنند تا بیشترین نتیجه را بگیرند، در حالی که شب زنده داران باید از طرف شام ورزش کنند.,23,113
214,مجله صحی «اوپن هارت» می گوید که هماهنگ سازی جلسات ورزش با ساعت بدن می تواند باعث تقویت عملکرد قلب شود؛ به ویژه در افرادی که در معرض خطر بیماری های قلبی هستند.,33,158
215,داوطلبانی که این روش را امتحان کردند، خواب بهتر، فشار خون پایین و میزان قند خون صحی تر داشتند.,19,94
216,هماهنگی با الگوی ساعت بدن,5,25
217,134 نفر 40 ساله و 50 ساله در این مطالعه از پاکستان سهم گرفتند.,14,62
218,هیچ کدام این داوطلبان توانایی جسمانی بالایی نداشتند و دست کم یک عامل خطر قلب مانند فشار خون بالا و یا اضافه وزن داشتند.,24,119
219,از آنها خواسته شد روزانه تا 40 دقیقه پیاده وری تند روی تردمیل را برای پنج روز در هفته به مدت سه ماه انجام دهند.,25,111
220,بر اساس پرسش نامه، 70 درصد این داوطلبان سحرخیز و 64 درصد شان شب زنده دار بودند.,17,79
221,برخی این تمرینات را بر اساس الگوی طبیعی ساعت بدن شان (صبح گاه یا شام گاه) انجام می دادند، در حالی که برخی این الگو را رعایت نمی کردند.,29,134
222,هر دو گروه شاهد تقویت توانایی جسمانی شان بودند. اما تنظیم این فعالیت ها مطابق با الگوی طبیعی ساعت بدن سبب بهبود فشار خون، توانایی هوازی بدن، شاخص های سوخت و ساز بدن و خواب بهتر شد.,37,180
223,محققان می گویند که ساعت درونی بدن شما می تواند الگوی خواب و فعالیت هورمون ها و سطح انرژی شما را در طول روز تحت تاثیر قرار دهد و همچنین توانایی انجام و پایبندی به تمرینات ورزشی را بهبود بخشید.,40,191
224,به بدن تان گوش دهید,5,19
225,نویسندگان این مطالعه می گویند که روی کرد «یک نسخه برای همه» برای انجام تمرینات ورزشی ایده آل نیست.,19,98
226,نبود هماهنگی میان برنامه های اجتماعی و بیالوژیکی (جت لگ اجتماعی) با افزایش خطر بیماری قلبی مرتبط دانشته شده است. محققان می گویند که اگر شب زنده داران تلاش کنند صبح زود تمرین کنند، بیشتر در معرض بیماری های قلبی قرار خواهند گرفت.,43,227
227,داکتر راجیو سانکارانارایانان، از انجمن قلب و عروق بریتانیا و از هماهنگ کنندگان این مطالعه، می گوید که یافته ها از تمرینانی که هماهنگ با الگوی ساعت بدن انسان است حمایت می کند، اما به باور او هنوز هم مطالعاتی زیاد نیاز است تا این مساله به گونه علمی ثابت شود.,51,256
228,در حالی که داکتر نینا رزیچورز، یک کارشناس از دانشگاه کمبریج، می گوید در حالی که ساعت انجام تمرین مهم است نحوه انجام تمرین در جلسات منظم نیز نقش مهم دارد.,31,153
229,سیستم ملی صحی بریتانیا می گوید بزرگسالان باید این نکات را رعایت کنند:,13,69
230,ورزش های تقویتی (یوگا، پیلاتیس یا وزنه برداری) که عضلات اساسی مانند پاها، لگن، پشت، شکم، سینه، شانه و بازو را تقویت می کنند - دست کم دو مرتبه در هفته ـ انجام دهید.,34,163
231,دست کم 150 دقیقه فعالیت شدید یا 75 دقیقه پیاده روی تند – سبب نفس زدن شود- انجام دهید.,19,85
232,تمرینات تان را به صورت برابر در طول هفته یا روزانه تقسیم کنید.,13,62
233,زمان کمتر را صرف نشستن و وقفه گرفتن میان تمرینات کنید.,11,54
234,تحقیق نشان می دهد که انجام مجموعه ای از تمرینات بیشتر کمک می کند.,14,65
235,مسافران کشتی تفریحی که دچار شیوع ویروس هانتا شده، در حال تخلیه و اعزام به کشورهای خود هستند تا در صورت لزوم خود را قرنطینه کنند و تحت درمان قرار بگیرند.,31,152
236,برخی دیگر از مسافران کشتی ام وی هوندیوس با پروازها یا مسیرهای ارتباطی قبلی، کشتی را ترک کرده اند و اکنون برای احتیاط، افرادی که با آن ها در تماس بوده اند در حال شناسایی هستند.,36,175
237,مقام ها می گویند خطر گسترش این عفونت به عموم مردم همچنان پایین است.,14,67
238,خدمه و مسافران اکنون باید برای جلوگیری از هرگونه گسترش احتمالی این بیماری، بیش از یک ماه خود را قرنطینه کنند.,21,109
239,سه نفر یا در خود کشتی یا پس از سفر با آن، جان باختند. این کشتی یک ماه پیش از آرجانتین حرکت کرده بود. چهار نفر دیگر نیز برای درمان، به شکل اضطراری از کشتی خارج شدند.,37,164
240,با این وصف ما باید چقدر نگران باشیم؟,8,36
241,«این کووید نیست»,3,16
242,دکتر ماریا ون کرخوف از سازمان جهانی صحت، در تازه ترین توضیحات خود تاکید کرد که این آغاز یک همه گیری نیست و گفت: «این کووید نیست، آنفلوآنزا نیست، شیوه انتشار آن بسیار، بسیار متفاوت است. »,37,186
243,برخلاف بیماری هایی مانند سرخک که بسیار مسری هستند و به راحتی گسترش می یابند، سویه آندس ویروس هانتا که عامل این شیوع است، چندان عفونی نیست.,27,138
244,سازمان جهانی صحت می گوید انتقال از انسان به انسان ممکن است، اما خطر گسترش عفونت در سطح جهانی همچنان پایین است.,22,110
245,این سازمان در یک گزارش خود می گوید هشت مورد ابتلا که شش مورد آن با آزمایش تایید شده، در میان افرادی که در کشتی بوده اند شناسایی شده است.,30,136
246,هنوز روشن نیست که این همه گیری چگونه در این کشتی آغاز شده است.,14,62
247,ویروس هانتا معمولا از جوندگان منتقل می شود و افراد با تنفس هوایی که به ذرات ویروس موجود در ادرار، فضولات یا بزاق جوندگان آلوده شده، مبتلا می شوند.,29,146
248,این کشتی تفریحی به مناطق دورافتاده حیات وحش رفته بود، بنابراین ممکن است یکی از مسافران در آن زمان، یا پیش از سوار شدن به کشتی، با ویروس تماس پیدا کرده باشد.,32,156
249,کارشناسان در شیوع های قبلی مشاهده کرده اند که سویه آندس از طریق تماس بسیار نزدیک میان بیماران انسانی منتقل می شود و متخصصان سلامت معتقدند برخی از موارد ابتلا در کشتی ام وی هوندیوس ممکن است از فردی به فرد دیگر منتقل شده باشد.,45,224
250,حتی کشتی های تفریحی لوکس هم شرایط زندگی نسبتا فشرده یا محدود دارند. افراد در این کشتی ها کابین ها و سالن های غذاخوری مشترک دارند، یعنی جاهایی که عفونت ها می توانند در آن ها شیوع کنند.,38,183
251,افراد می توانند این بیماری را از کسی بگیرند که مدت طولانی و از نظر فیزیکی در فاصله نزدیک با او بوده اند.,23,104
