method,query_id,query_type,query_text,relevant_record_id,hit@5,precision@5,recall@5,f1@5,retrieved_ids
TF-IDF,127,variant,سامانه GenAI پنتاگون,7,0,0.0,0,0.0,"[6, 2, 5, 1, 3]"
TF-IDF,128,variant,حمله پهپادی به نیروگاه براکه,9,1,0.2,1,0.3333,"[9, 12, 14, 8, 511]"
TF-IDF,129,variant,تشعشعات نیروگاه هسته ای,12,1,0.2,1,0.3333,"[8, 12, 9, 13, 43]"
TF-IDF,130,variant,ارسال سامانه گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 434, 452, 373]"
TF-IDF,131,variant,روابط اسرائیل و امارات,18,0,0.0,0,0.0,"[174, 19, 161, 22, 181]"
TF-IDF,132,variant,حملات موشکی و پهپادی ایران,23,1,0.2,1,0.3333,"[174, 23, 154, 155, 18]"
TF-IDF,133,variant,حمله به میدان هوایی کویت,24,1,0.2,1,0.3333,"[24, 157, 158, 25, 21]"
TF-IDF,134,variant,پرتاب موشک کروز به قطر,26,1,0.2,1,0.3333,"[26, 40, 424, 13, 16]"
TF-IDF,135,variant,آتش سوزی در بحرین,30,1,0.2,1,0.3333,"[30, 24, 191, 159, 466]"
TF-IDF,136,variant,پیام ترمپ در شبکه اجتماعی,34,1,0.2,1,0.3333,"[34, 512, 48, 226, 511]"
TF-IDF,137,variant,سقوط احتمالی رژیم ایران,40,0,0.0,0,0.0,"[51, 47, 238, 325, 26]"
TF-IDF,138,variant,ملاقات ترمپ با رئیس جمهور چین,54,1,0.2,1,0.3333,"[58, 64, 54, 94, 61]"
TF-IDF,139,variant,هماهنگی واشنگتن و بیجینگ,57,0,0.0,0,0.0,"[56, 72, 216, 78, 64]"
TF-IDF,140,variant,حمایت تسلیحاتی امریکا از تایوان,61,0,0.0,0,0.0,"[429, 430, 62, 424, 437]"
TF-IDF,141,variant,کمبود منابع آب افغانستان,98,0,0.0,0,0.0,"[111, 100, 105, 411, 114]"
TF-IDF,142,variant,افزایش خشکسالی در افغانستان,101,1,0.2,1,0.3333,"[98, 411, 101, 102, 100]"
TF-IDF,143,variant,کاهش دسترسی به آب نوشیدنی,104,1,0.2,1,0.3333,"[112, 104, 310, 287, 289]"
TF-IDF,144,variant,از بین رفتن آب زیرزمینی کابل,105,1,0.2,1,0.3333,"[105, 48, 109, 341, 114]"
TF-IDF,145,variant,شیوع ایبولا در کانگو,115,1,0.2,1,0.3333,"[128, 115, 131, 119, 122]"
TF-IDF,146,variant,گونه بوندیبوگیو ویروس ایبولا,119,1,0.2,1,0.3333,"[119, 125, 133, 263, 122]"
TF-IDF,147,variant,نشانه های بیماری ایبولا,130,0,0.0,0,0.0,"[115, 128, 119, 131, 122]"
TF-IDF,148,variant,موضع امریکا درباره استقلال تایوان,141,1,0.2,1,0.3333,"[433, 146, 136, 141, 138]"
TF-IDF,149,variant,توافق دفاعی هند و امارات,154,0,0.0,0,0.0,"[150, 159, 173, 161, 160]"
TF-IDF,150,variant,افزایش مالیات واردات طلا,177,1,0.2,1,0.3333,"[177, 208, 201, 187, 183]"
Fuzzy Only,1,exact,تکنالوژی هوش مصنوعی,1,1,0.2,1,0.3333,"[1, 2, 4, 7, 6]"
Fuzzy Only,2,exact,شبکه های محرم پنتاگون,2,1,0.2,1,0.3333,"[2, 1, 3, 246, 143]"
Fuzzy Only,3,exact,نیروگاه هسته ای براکه,12,1,0.2,1,0.3333,"[12, 8, 492, 59, 113]"
Fuzzy Only,4,exact,گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 268, 158, 152]"
Fuzzy Only,5,exact,حملات طیاره های بی سرنشین,23,1,0.2,1,0.3333,"[23, 8, 24, 13, 14]"
Fuzzy Only,6,exact,تنگه هرمز,34,1,0.2,1,0.3333,"[59, 34, 68, 181, 93]"
Fuzzy Only,7,exact,سفر رسمی به چین,54,1,0.2,1,0.3333,"[54, 65, 80, 75, 63]"
Fuzzy Only,8,exact,بحران آب در افغانستان,98,1,0.2,1,0.3333,"[98, 411, 489, 460, 468]"
Fuzzy Only,9,exact,منابع آب زیرزمینی,105,1,0.2,1,0.3333,"[105, 114, 109, 106, 111]"
Fuzzy Only,10,exact,شیوع بیماری ایبولا,115,1,0.2,1,0.3333,"[115, 277, 128, 134, 129]"
Fuzzy Only,11,exact,ویروس هانتا,235,0,0.0,0,0.0,"[247, 243, 252, 263, 253]"
Fuzzy Only,12,exact,تغییرات اقلیمی,103,0,0.0,0,0.0,"[279, 280, 309, 271, 269]"
Fuzzy Only,13,exact,واردات طلا,177,1,0.2,1,0.3333,"[183, 177, 201, 208, 175]"
Fuzzy Only,14,exact,ساعت بدن,212,1,0.2,1,0.3333,"[221, 212, 214, 222, 227]"
Fuzzy Only,15,exact,سن گندم,449,1,0.2,1,0.3333,"[452, 453, 449, 450, 439]"
Fuzzy Only,16,typo,تکنالوژی هوش مسنوعی,1,1,0.2,1,0.3333,"[1, 2, 7, 159, 4]"
Fuzzy Only,17,typo,شبکه های محرم پنتاگن,2,1,0.2,1,0.3333,"[2, 1, 3, 383, 96]"
Fuzzy Only,18,typo,نیروگاه هستوی براکه,12,1,0.2,1,0.3333,"[12, 8, 14, 9, 13]"
Fuzzy Only,19,typo,گنبد اهنین,15,1,0.2,1,0.3333,"[15, 19, 152, 268, 118]"
Fuzzy Only,20,typo,حملات طیاره های بی سرنشن,23,1,0.2,1,0.3333,"[23, 8, 24, 13, 28]"
Fuzzy Only,21,typo,تنگه هرمزز,34,1,0.2,1,0.3333,"[34, 68, 59, 93, 181]"
Fuzzy Only,22,typo,سفر رسمی به چن,54,1,0.2,1,0.3333,"[54, 65, 75, 80, 55]"
Fuzzy Only,23,typo,بحران اب در افغانستن,98,1,0.2,1,0.3333,"[98, 411, 385, 489, 460]"
Fuzzy Only,24,typo,منابع اب زیر زمینی,105,1,0.2,1,0.3333,"[105, 114, 109, 46, 111]"
Fuzzy Only,25,typo,شیوع بیماری ایبلا,115,1,0.2,1,0.3333,"[115, 277, 128, 226, 129]"
Fuzzy Only,26,typo,ویروس هنتا,235,1,0.2,1,0.3333,"[243, 235, 253, 247, 263]"
Fuzzy Only,27,typo,تغیرات اقلیمی,103,0,0.0,0,0.0,"[310, 309, 308, 280, 271]"
Fuzzy Only,28,typo,واردات طله,177,1,0.2,1,0.3333,"[201, 208, 177, 183, 187]"
Fuzzy Only,29,typo,ساعت بددن,212,1,0.2,1,0.3333,"[216, 222, 212, 214, 227]"
Fuzzy Only,30,typo,سن گنددم,449,1,0.2,1,0.3333,"[452, 453, 450, 449, 489]"
Fuzzy Only,31,partial,هوش مصنوعی,1,1,0.2,1,0.3333,"[7, 4, 6, 2, 1]"
Fuzzy Only,32,partial,شبکه های محرم,2,1,0.2,1,0.3333,"[1, 2, 3, 467, 418]"
Fuzzy Only,33,partial,نیروگاه براکه,12,0,0.0,0,0.0,"[14, 9, 13, 404, 8]"
Fuzzy Only,34,partial,گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 268, 158, 152]"
Fuzzy Only,35,partial,طیاره های بی سرنشین,23,1,0.2,1,0.3333,"[23, 31, 28, 29, 24]"
Fuzzy Only,36,partial,هرمز,34,0,0.0,0,0.0,"[181, 68, 92, 93, 59]"
Fuzzy Only,37,partial,سفر به چین,54,1,0.2,1,0.3333,"[69, 75, 54, 61, 76]"
Fuzzy Only,38,partial,بحران آب,98,1,0.2,1,0.3333,"[98, 191, 466, 93, 76]"
Fuzzy Only,39,partial,آب زیرزمینی,105,1,0.2,1,0.3333,"[105, 114, 109, 46, 48]"
Fuzzy Only,40,partial,بیماری ایبولا,115,1,0.2,1,0.3333,"[115, 134, 277, 226, 131]"
Fuzzy Only,41,partial,ویروس هانتا,235,0,0.0,0,0.0,"[247, 243, 252, 263, 253]"
Fuzzy Only,42,partial,تغییرات اقلیم,103,0,0.0,0,0.0,"[309, 310, 308, 271, 267]"
Fuzzy Only,43,partial,طلا,177,0,0.0,0,0.0,"[488, 486, 291, 276, 288]"
Fuzzy Only,44,partial,ساعت بدن,212,1,0.2,1,0.3333,"[221, 212, 214, 222, 227]"
Fuzzy Only,45,partial,گندم,449,0,0.0,0,0.0,"[448, 444, 439, 452, 453]"
Fuzzy Only,46,variant,فناوری هوش مصنوعی,1,1,0.2,1,0.3333,"[1, 2, 4, 6, 7]"
Fuzzy Only,47,variant,سیستم های محرمانه پنتاگون,2,1,0.2,1,0.3333,"[2, 42, 417, 377, 229]"
Fuzzy Only,48,variant,تاسیسات اتمی براکه,12,1,0.2,1,0.3333,"[499, 75, 429, 12, 11]"
Fuzzy Only,49,variant,سیستم دفاعی گنبد آهنین,15,1,0.2,1,0.3333,"[15, 292, 42, 21, 19]"
Fuzzy Only,50,variant,حملات طیاره بی سرنشین,23,1,0.2,1,0.3333,"[24, 23, 13, 28, 8]"
Fuzzy Only,51,variant,مسیر دریایی هرمز,34,0,0.0,0,0.0,"[262, 46, 419, 263, 38]"
Fuzzy Only,52,variant,دیدار رسمی با چین,54,1,0.2,1,0.3333,"[54, 80, 427, 57, 168]"
Fuzzy Only,53,variant,کمبود آب افغانستان,98,1,0.2,1,0.3333,"[411, 394, 470, 105, 98]"
Fuzzy Only,54,variant,ذخایر آب زیرزمینی,105,1,0.2,1,0.3333,"[114, 105, 106, 109, 46]"
Fuzzy Only,55,variant,گسترش ایبولا,115,0,0.0,0,0.0,"[418, 243, 427, 108, 122]"
Fuzzy Only,56,variant,بیماری هانتا,235,0,0.0,0,0.0,"[287, 226, 249, 251, 277]"
Fuzzy Only,57,variant,تغییر آب و هوا,103,0,0.0,0,0.0,"[268, 40, 415, 436, 79]"
Fuzzy Only,58,variant,خرید و فروش طلا,177,0,0.0,0,0.0,"[69, 431, 55, 430, 48]"
Fuzzy Only,59,variant,ساعت بیولوژیکی بدن,212,0,0.0,0,0.0,"[226, 216, 264, 223, 498]"
Fuzzy Only,60,variant,آفت گندم,449,0,0.0,0,0.0,"[452, 450, 268, 269, 25]"
Fuzzy Only,61,typo,اوپن ای ای گوگل نویدیا,3,1,0.2,1,0.3333,"[3, 238, 41, 50, 328]"
Fuzzy Only,62,typo,پالیسی تسریع هوش مسنوعی,4,1,0.2,1,0.3333,"[4, 1, 6, 7, 2]"
Fuzzy Only,63,typo,تصمیم گیری نیروهای عملیاطی,5,1,0.2,1,0.3333,"[5, 50, 178, 29, 448]"
Fuzzy Only,64,typo,خطر در زنجیره تمین,6,1,0.2,1,0.3333,"[6, 305, 252, 509, 180]"
Fuzzy Only,65,typo,پلتفورم هوش مسنوعی,7,1,0.2,1,0.3333,"[6, 2, 1, 4, 7]"
Fuzzy Only,66,typo,طیاره بی سر نشن براکه,9,0,0.0,0,0.0,"[8, 28, 30, 13, 14]"
Fuzzy Only,67,typo,سطح تشعشات نیروگاه هستوی,12,1,0.2,1,0.3333,"[12, 10, 8, 329, 499]"
Fuzzy Only,68,typo,واحدهای گنبد اهنین,15,1,0.2,1,0.3333,"[15, 190, 451, 19, 292]"
Fuzzy Only,69,typo,توافقنامه ابراهیم,18,0,0.0,0,0.0,"[20, 160, 173, 165, 151]"
Fuzzy Only,70,typo,حملات میزیلی ایران,23,1,0.2,1,0.3333,"[23, 174, 40, 44, 46]"
Fuzzy Only,71,typo,میدان هوایی بین المللی کویت,24,1,0.2,1,0.3333,"[24, 56, 467, 12, 115]"
Fuzzy Only,72,typo,میزایل کروز قطر,26,1,0.2,1,0.3333,"[26, 29, 32, 30, 23]"
Fuzzy Only,73,typo,وزارت داخله بحرن,30,1,0.2,1,0.3333,"[30, 484, 26, 478, 13]"
Fuzzy Only,74,typo,شبکه اجتماعی تروت سوشیل,34,1,0.2,1,0.3333,"[34, 48, 512, 226, 511]"
Fuzzy Only,75,typo,تغیر رژیم ایران,40,0,0.0,0,0.0,"[47, 42, 26, 51, 46]"
Fuzzy Only,76,typo,سفر رسمی ترمپ به چن,54,1,0.2,1,0.3333,"[80, 54, 61, 55, 72]"
Fuzzy Only,77,typo,روابط واشنگتن و بیجنگ,57,0,0.0,0,0.0,"[79, 78, 72, 56, 64]"
Fuzzy Only,78,typo,فروش تسلیهات تایوان,61,0,0.0,0,0.0,"[429, 431, 430, 62, 424]"
Fuzzy Only,79,typo,بحران اب افغانستان,98,1,0.2,1,0.3333,"[98, 395, 381, 102, 411]"
Fuzzy Only,80,typo,خشکسالی در افغانستان,101,0,0.0,0,0.0,"[411, 461, 382, 472, 477]"
Fuzzy Only,81,typo,منابع اب اشامیدنی,104,1,0.2,1,0.3333,"[105, 114, 104, 106, 109]"
Fuzzy Only,82,typo,اب زیر زمینی کابل,105,1,0.2,1,0.3333,"[109, 105, 48, 106, 114]"
Fuzzy Only,83,typo,شیوع مریضی ایبولا,115,1,0.2,1,0.3333,"[115, 131, 277, 387, 300]"
Fuzzy Only,84,typo,ویروس بوندیبوگیو,119,1,0.2,1,0.3333,"[125, 119, 418, 9, 263]"
Fuzzy Only,85,typo,علایم اولیه ایبولا,130,1,0.2,1,0.3333,"[130, 46, 131, 115, 446]"
Fuzzy Only,86,typo,رابطه دیپلوماتیک با چین,139,1,0.2,1,0.3333,"[139, 22, 427, 160, 483]"
Fuzzy Only,87,typo,استقلال رسمی تایوان,141,1,0.2,1,0.3333,"[143, 138, 434, 433, 141]"
Fuzzy Only,88,typo,همکاری های دفاای هند و امارات,154,0,0.0,0,0.0,"[150, 171, 21, 163, 160]"
Fuzzy Only,89,typo,سرمایه گزاری پنج میلیارد دالر,160,1,0.2,1,0.3333,"[169, 168, 193, 194, 160]"
Fuzzy Only,90,typo,عوارض واردات طله,177,1,0.2,1,0.3333,"[177, 208, 201, 188, 193]"
Fuzzy Only,91,partial,اوپن ای آی,3,1,0.2,1,0.3333,"[3, 319, 328, 351, 196]"
Fuzzy Only,92,partial,قوای مسلح امریکا,4,1,0.2,1,0.3333,"[4, 263, 487, 435, 17]"
Fuzzy Only,93,partial,درک موقعیتی,5,1,0.2,1,0.3333,"[5, 420, 399, 507, 203]"
Fuzzy Only,94,partial,زنجیره تأمین,6,1,0.2,1,0.3333,"[6, 423, 223, 370, 110]"
Fuzzy Only,95,partial,GenAI.mil,7,0,0.0,0,0.0,"[6, 169, 119, 487, 3]"
Fuzzy Only,96,partial,براکه در ابو ظبی,9,1,0.2,1,0.3333,"[9, 169, 55, 10, 407]"
Fuzzy Only,97,partial,سطح تشعشات,12,1,0.2,1,0.3333,"[12, 10, 3, 438, 413]"
Fuzzy Only,98,partial,واحدهای گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 292, 268, 47]"
Fuzzy Only,99,partial,توافق نامه ابراهیم,18,0,0.0,0,0.0,"[20, 160, 165, 173, 151]"
Fuzzy Only,100,partial,حملات میزایلی ایران,23,1,0.2,1,0.3333,"[23, 174, 32, 40, 52]"
Fuzzy Only,101,partial,میدان هوایی کویت,24,1,0.2,1,0.3333,"[24, 157, 158, 14, 40]"
Fuzzy Only,102,partial,میزایل کروز,26,1,0.2,1,0.3333,"[29, 26, 30, 32, 23]"
Fuzzy Only,103,partial,وزارت داخله بحرین,30,1,0.2,1,0.3333,"[30, 484, 65, 26, 74]"
Fuzzy Only,104,partial,تروت سوشیل,34,1,0.2,1,0.3333,"[34, 410, 489, 448, 445]"
Fuzzy Only,105,partial,تغییر رژیم,40,0,0.0,0,0.0,"[42, 277, 47, 436, 77]"
Fuzzy Only,106,partial,شی جین پینگ,54,1,0.2,1,0.3333,"[65, 57, 59, 54, 64]"
Fuzzy Only,107,partial,واشنگتن و بیجینگ,57,0,0.0,0,0.0,"[78, 79, 56, 72, 64]"
Fuzzy Only,108,partial,فروش تسلیحات,61,0,0.0,0,0.0,"[62, 431, 430, 429, 424]"
Fuzzy Only,109,partial,خشکسالی افغانستان,98,0,0.0,0,0.0,"[457, 418, 421, 411, 378]"
Fuzzy Only,110,partial,شیوع خشکسالی,101,1,0.2,1,0.3333,"[101, 98, 102, 100, 111]"
Fuzzy Only,111,partial,آب آشامیدنی,104,1,0.2,1,0.3333,"[112, 106, 104, 105, 451]"
Fuzzy Only,112,partial,کابل تا سال 2030,105,1,0.2,1,0.3333,"[105, 19, 80, 373, 304]"
Fuzzy Only,113,partial,بوندیبوگیو,119,1,0.2,1,0.3333,"[125, 119, 491, 406, 370]"
Fuzzy Only,114,partial,علائم اولیه,130,1,0.2,1,0.3333,"[130, 265, 254, 299, 363]"
Fuzzy Only,115,partial,اعلام استقلال,141,0,0.0,0,0.0,"[432, 143, 138, 88, 433]"
Fuzzy Only,116,partial,همکاری دفاعی,154,0,0.0,0,0.0,"[173, 442, 47, 7, 471]"
Fuzzy Only,117,partial,پنج میلیارد دالر,160,1,0.2,1,0.3333,"[160, 178, 424, 169, 466]"
Fuzzy Only,118,partial,جواهرات طلا,175,1,0.2,1,0.3333,"[175, 201, 193, 208, 183]"
Fuzzy Only,119,partial,عوارض واردات,177,1,0.2,1,0.3333,"[208, 177, 178, 471, 193]"
Fuzzy Only,120,partial,ساعت بدن,212,1,0.2,1,0.3333,"[221, 212, 214, 222, 227]"
Fuzzy Only,121,variant,شرکت های هوش مصنوعی پنتاگون,1,1,0.2,1,0.3333,"[6, 7, 2, 4, 1]"
Fuzzy Only,122,variant,شبکه های محرمانه وزارت جنگ,2,1,0.2,1,0.3333,"[1, 2, 3, 108, 490]"
Fuzzy Only,123,variant,ادغام تکنالوژی در پنتاگون,3,0,0.0,0,0.0,"[6, 159, 1, 2, 411]"
Fuzzy Only,124,variant,سیاست استفاده سریع از هوش مصنوعی,4,1,0.2,1,0.3333,"[1, 4, 7, 6, 196]"
Fuzzy Only,125,variant,بهبود تصمیم گیری عملیاتی,5,1,0.2,1,0.3333,"[5, 494, 448, 406, 175]"
Fuzzy Only,126,variant,خطرات زنجیره تأمین,6,1,0.2,1,0.3333,"[6, 423, 407, 438, 455]"
Fuzzy Only,127,variant,سامانه GenAI پنتاگون,7,0,0.0,0,0.0,"[6, 2, 1, 5, 244]"
Fuzzy Only,128,variant,حمله پهپادی به نیروگاه براکه,9,1,0.2,1,0.3333,"[14, 9, 511, 199, 335]"
Fuzzy Only,129,variant,تشعشعات نیروگاه هسته ای,12,1,0.2,1,0.3333,"[12, 8, 10, 68, 13]"
Fuzzy Only,130,variant,ارسال سامانه گنبد آهنین,15,1,0.2,1,0.3333,"[19, 15, 292, 121, 245]"
Fuzzy Only,131,variant,روابط اسرائیل و امارات,18,0,0.0,0,0.0,"[19, 174, 437, 71, 148]"
Fuzzy Only,132,variant,حملات موشکی و پهپادی ایران,23,0,0.0,0,0.0,"[52, 92, 387, 49, 32]"
Fuzzy Only,133,variant,حمله به میدان هوایی کویت,24,1,0.2,1,0.3333,"[24, 157, 158, 499, 452]"
Fuzzy Only,134,variant,پرتاب موشک کروز به قطر,26,0,0.0,0,0.0,"[153, 40, 38, 49, 392]"
Fuzzy Only,135,variant,آتش سوزی در بحرین,30,1,0.2,1,0.3333,"[30, 24, 361, 450, 28]"
Fuzzy Only,136,variant,پیام ترمپ در شبکه اجتماعی,34,1,0.2,1,0.3333,"[34, 512, 48, 58, 226]"
Fuzzy Only,137,variant,سقوط احتمالی رژیم ایران,40,1,0.2,1,0.3333,"[47, 51, 310, 26, 40]"
Fuzzy Only,138,variant,ملاقات ترمپ با رئیس جمهور چین,54,0,0.0,0,0.0,"[22, 67, 371, 136, 58]"
Fuzzy Only,139,variant,هماهنگی واشنگتن و بیجینگ,57,0,0.0,0,0.0,"[72, 56, 79, 78, 59]"
Fuzzy Only,140,variant,حمایت تسلیحاتی امریکا از تایوان,61,0,0.0,0,0.0,"[429, 146, 488, 435, 174]"
Fuzzy Only,141,variant,کمبود منابع آب افغانستان,98,1,0.2,1,0.3333,"[411, 98, 450, 385, 100]"
Fuzzy Only,142,variant,افزایش خشکسالی در افغانستان,101,0,0.0,0,0.0,"[461, 382, 411, 385, 473]"
Fuzzy Only,143,variant,کاهش دسترسی به آب نوشیدنی,104,1,0.2,1,0.3333,"[112, 104, 224, 100, 287]"
Fuzzy Only,144,variant,از بین رفتن آب زیرزمینی کابل,105,1,0.2,1,0.3333,"[42, 109, 105, 114, 106]"
Fuzzy Only,145,variant,شیوع ایبولا در کانگو,115,1,0.2,1,0.3333,"[439, 97, 86, 115, 128]"
Fuzzy Only,146,variant,گونه بوندیبوگیو ویروس ایبولا,119,0,0.0,0,0.0,"[315, 125, 66, 77, 76]"
Fuzzy Only,147,variant,نشانه های بیماری ایبولا,130,0,0.0,0,0.0,"[115, 416, 16, 251, 419]"
Fuzzy Only,148,variant,موضع امریکا درباره استقلال تایوان,141,1,0.2,1,0.3333,"[433, 434, 141, 77, 435]"
Fuzzy Only,149,variant,توافق دفاعی هند و امارات,154,0,0.0,0,0.0,"[150, 161, 13, 166, 29]"
Fuzzy Only,150,variant,افزایش مالیات واردات طلا,177,0,0.0,0,0.0,"[208, 114, 184, 182, 101]"
Trigram Only,1,exact,تکنالوژی هوش مصنوعی,1,1,0.2,1,0.3333,"[1, 2, 4, 91, 3]"
Trigram Only,2,exact,شبکه های محرم پنتاگون,2,1,0.2,1,0.3333,"[1, 3, 2, 5, 27]"
Trigram Only,3,exact,نیروگاه هسته ای براکه,12,1,0.2,1,0.3333,"[12, 8, 9, 162, 133]"
Trigram Only,4,exact,گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 285, 133, 152]"
Trigram Only,5,exact,حملات طیاره های بی سرنشین,23,1,0.2,1,0.3333,"[23, 8, 31, 24, 13]"
Trigram Only,6,exact,تنگه هرمز,34,1,0.2,1,0.3333,"[34, 181, 68, 59, 93]"
Trigram Only,7,exact,سفر رسمی به چین,54,1,0.2,1,0.3333,"[54, 65, 80, 63, 61]"
Trigram Only,8,exact,بحران آب در افغانستان,98,1,0.2,1,0.3333,"[411, 98, 385, 459, 372]"
Trigram Only,9,exact,منابع آب زیرزمینی,105,1,0.2,1,0.3333,"[105, 114, 109, 111, 106]"
Trigram Only,10,exact,شیوع بیماری ایبولا,115,1,0.2,1,0.3333,"[115, 128, 238, 251, 444]"
Trigram Only,11,exact,ویروس هانتا,235,1,0.2,1,0.3333,"[247, 243, 263, 235, 253]"
Trigram Only,12,exact,تغییرات اقلیمی,103,0,0.0,0,0.0,"[296, 309, 308, 310, 279]"
Trigram Only,13,exact,واردات طلا,177,1,0.2,1,0.3333,"[187, 177, 162, 183, 208]"
Trigram Only,14,exact,ساعت بدن,212,1,0.2,1,0.3333,"[216, 224, 221, 465, 212]"
Trigram Only,15,exact,سن گندم,449,1,0.2,1,0.3333,"[449, 453, 450, 452, 451]"
Trigram Only,16,typo,تکنالوژی هوش مسنوعی,1,1,0.2,1,0.3333,"[1, 2, 91, 3, 4]"
Trigram Only,17,typo,شبکه های محرم پنتاگن,2,1,0.2,1,0.3333,"[1, 3, 2, 27, 224]"
Trigram Only,18,typo,نیروگاه هستوی براکه,12,1,0.2,1,0.3333,"[12, 8, 9, 14, 133]"
Trigram Only,19,typo,گنبد اهنین,15,1,0.2,1,0.3333,"[216, 285, 15, 19, 339]"
Trigram Only,20,typo,حملات طیاره های بی سرنشن,23,1,0.2,1,0.3333,"[23, 8, 24, 31, 13]"
Trigram Only,21,typo,تنگه هرمزز,34,1,0.2,1,0.3333,"[34, 181, 68, 59, 93]"
Trigram Only,22,typo,سفر رسمی به چن,54,1,0.2,1,0.3333,"[54, 65, 80, 152, 63]"
Trigram Only,23,typo,بحران اب در افغانستن,98,1,0.2,1,0.3333,"[411, 98, 385, 459, 372]"
Trigram Only,24,typo,منابع اب زیر زمینی,105,1,0.2,1,0.3333,"[105, 114, 109, 106, 48]"
Trigram Only,25,typo,شیوع بیماری ایبلا,115,1,0.2,1,0.3333,"[115, 238, 243, 129, 277]"
Trigram Only,26,typo,ویروس هنتا,235,0,0.0,0,0.0,"[133, 224, 247, 243, 263]"
Trigram Only,27,typo,تغیرات اقلیمی,103,0,0.0,0,0.0,"[187, 309, 308, 310, 279]"
Trigram Only,28,typo,واردات طله,177,1,0.2,1,0.3333,"[187, 177, 162, 183, 208]"
Trigram Only,29,typo,ساعت بددن,212,1,0.2,1,0.3333,"[216, 465, 221, 212, 214]"
Trigram Only,30,typo,سن گنددم,449,1,0.2,1,0.3333,"[449, 500, 453, 450, 452]"
Trigram Only,31,partial,هوش مصنوعی,1,1,0.2,1,0.3333,"[1, 4, 7, 2, 456]"
Trigram Only,32,partial,شبکه های محرم,2,0,0.0,0,0.0,"[1, 3, 326, 162, 27]"
Trigram Only,33,partial,نیروگاه براکه,12,1,0.2,1,0.3333,"[9, 12, 14, 8, 508]"
Trigram Only,34,partial,گنبد آهنین,15,1,0.2,1,0.3333,"[15, 19, 285, 133, 152]"
Trigram Only,35,partial,طیاره های بی سرنشین,23,1,0.2,1,0.3333,"[8, 23, 24, 13, 31]"
Trigram Only,36,partial,هرمز,34,1,0.2,1,0.3333,"[34, 181, 68, 59, 93]"
Trigram Only,37,partial,سفر به چین,54,1,0.2,1,0.3333,"[63, 61, 152, 54, 80]"
Trigram Only,38,partial,بحران آب,98,1,0.2,1,0.3333,"[98, 485, 508, 240, 191]"
Trigram Only,39,partial,آب زیرزمینی,105,1,0.2,1,0.3333,"[105, 114, 106, 48, 165]"
Trigram Only,40,partial,بیماری ایبولا,115,1,0.2,1,0.3333,"[115, 238, 251, 128, 131]"
Trigram Only,41,partial,ویروس هانتا,235,1,0.2,1,0.3333,"[247, 243, 263, 235, 253]"
Trigram Only,42,partial,تغییرات اقلیم,103,0,0.0,0,0.0,"[296, 309, 308, 310, 279]"
Trigram Only,43,partial,طلا,177,1,0.2,1,0.3333,"[177, 210, 185, 205, 179]"
Trigram Only,44,partial,ساعت بدن,212,1,0.2,1,0.3333,"[216, 224, 221, 465, 212]"
Trigram Only,45,partial,گندم,449,1,0.2,1,0.3333,"[449, 451, 444, 453, 439]"
Trigram Only,46,variant,فناوری هوش مصنوعی,1,1,0.2,1,0.3333,"[4, 1, 7, 187, 2]"
Trigram Only,47,variant,سیستم های محرمانه پنتاگون,2,0,0.0,0,0.0,"[21, 1, 198, 3, 344]"
Trigram Only,48,variant,تاسیسات اتمی براکه,12,1,0.2,1,0.3333,"[12, 11, 498, 476, 48]"
Trigram Only,49,variant,سیستم دفاعی گنبد آهنین,15,1,0.2,1,0.3333,"[15, 21, 19, 229, 241]"
Trigram Only,50,variant,حملات طیاره بی سرنشین,23,1,0.2,1,0.3333,"[8, 31, 23, 13, 24]"
Trigram Only,51,variant,مسیر دریایی هرمز,34,0,0.0,0,0.0,"[262, 258, 195, 303, 92]"
Trigram Only,52,variant,دیدار رسمی با چین,54,1,0.2,1,0.3333,"[136, 65, 143, 54, 138]"
Trigram Only,53,variant,کمبود آب افغانستان,98,0,0.0,0,0.0,"[411, 459, 383, 385, 409]"
Trigram Only,54,variant,ذخایر آب زیرزمینی,105,1,0.2,1,0.3333,"[105, 114, 163, 46, 106]"
Trigram Only,55,variant,گسترش ایبولا,115,0,0.0,0,0.0,"[237, 122, 131, 238, 244]"
Trigram Only,56,variant,بیماری هانتا,235,0,0.0,0,0.0,"[243, 287, 251, 214, 224]"
Trigram Only,57,variant,تغییر آب و هوا,103,0,0.0,0,0.0,"[296, 187, 144, 21, 42]"
Trigram Only,58,variant,خرید و فروش طلا,177,0,0.0,0,0.0,"[185, 200, 186, 430, 429]"
Trigram Only,59,variant,ساعت بیولوژیکی بدن,212,0,0.0,0,0.0,"[216, 264, 221, 224, 222]"
Trigram Only,60,variant,آفت گندم,449,1,0.2,1,0.3333,"[449, 450, 451, 444, 453]"
Trigram Only,61,typo,اوپن ای ای گوگل نویدیا,3,1,0.2,1,0.3333,"[225, 3, 155, 328, 358]"
Trigram Only,62,typo,پالیسی تسریع هوش مسنوعی,4,1,0.2,1,0.3333,"[4, 1, 7, 456, 416]"
